url,brandName,industry,country
https://www.mcdonalds.com.tw,麥當勞台灣,restaurant,TW
https://www.kfc.com.tw,肯德基台灣,restaurant,TW
https://www.pizzahut.com.tw,必勝客台灣,restaurant,TW
https://www.starbucks.com.tw,星巴克台灣,restaurant,TW
https://www.louisa.coffee,路易莎咖啡,restaurant,TW
https://www.85cafe.com,85度C,restaurant,TW
https://www.subway.com.tw,Subway台灣,restaurant,TW
https://www.dominos.com.tw,達美樂台灣,restaurant,TW
https://www.wangsteak.com.tw,王品集團,restaurant,TW
https://www.dinghtaifung.com.tw,鼎泰豐,restaurant,TW
https://www.mos.com.tw,摩斯漢堡台灣,restaurant,TW
https://www.yoshinoya.com.tw,吉野家台灣,restaurant,TW
https://www.sushiro.com.tw,壽司郎台灣,restaurant,TW
https://www.coco-tea.com,CoCo都可,restaurant,TW
https://www.50lan.com,50嵐,restaurant,TW
https://www.tp.edu.tw/tastytw,鬍鬚張,restaurant,TW
https://www.openrice.com/zh/taipei,OpenRice台灣,restaurant,TW
https://www.noodlemix.com.tw,麵屋壹慶,restaurant,TW
https://www.coldstone.com.tw,Cold Stone台灣,restaurant,TW
https://www.haagendazs.com.tw,哈根達斯台灣,restaurant,TW
